Pay Period,Employee Title,Employee Code,Region,Client Session ($),Client Session Hours,Revenue ($),Billable Hours,,Pay Period,Employee Code,Ratio of Client Sessions hr to Billabla hr
7/28/2023,Behavior Technician,5842,Bay Area,1065.84,44.41,2736,45,,7/28/2023,5842,0.986888889
7/28/2023,Behavior Technician,5845,Ohio,1197.27,54.72,3043.328,58,,7/28/2023,5845,0.943448276
7/28/2023,Behavior Technician,5847,Central Valley,949.59,43.76,2060,43.15,,7/28/2023,5847,1.014136732
7/28/2023,Behavior Technician,5858,Central Valley,1031.1,47.67,2628.384,47.32,,7/28/2023,5858,1.00739645
7/28/2023,Behavior Technician,5860,Central Valley,775.56,35.74,1988,36.14,,7/28/2023,5860,0.988931931
7/28/2023,Behavior Technician,5880,Central Valley,780.01,36.5,1872.8,36.5,,7/28/2023,5880,1
7/28/2023,Behavior Technician,5882,Central Valley,829.5,39.5,2109.8,34.65,,7/28/2023,5882,1.13997114
7/28/2023,Behavior Technician,5887,Bay Area,1093.04,42.04,2430.4,40,,7/28/2023,5887,1.051
7/28/2023,Behavior Technician,5925,Central Valley,813.75,37.5,1821,36.05,,7/28/2023,5925,1.040221914
7/28/2023,Behavior Technician,5927,Central Valley,908.58,41.87,2381.4,47.18,,7/28/2023,5927,0.88745231
7/28/2023,Associate Behavior Technician,5935,Central Valley,207,11.5,306.6,5.75,,7/28/2023,5935,2
7/28/2023,Associate Behavior Technician,5940,Central Valley,126,7,800.8,13,,7/28/2023,5940,0.538461538
7/28/2023,Behavior Technician,5944,Bay Area,1562.5,62.5,3376.368,62.75,,7/28/2023,5944,0.996015936
7/28/2023,Behavior Technician,5970,Sacramento,1110.12,50.46,4005.184,71.72,,7/28/2023,5970,0.703569437
7/28/2023,Behavior Technician,5977,Bay Area,751.5,30.06,1435.8,29.41,,7/28/2023,5977,1.022101326
7/28/2023,Behavior Technician,5998,Ohio,897.75,42.75,2441.12,43.25,,7/28/2023,5998,0.988439306
7/28/2023,Behavior Technician,6013,Sacramento,780.12,35.46,1812.8,33.82,,7/28/2023,6013,1.048492017
7/28/2023,Behavior Technician,6015,Central Valley,719.25,34.25,1659.6,33.08,,7/28/2023,6015,1.035368803
7/28/2023,Behavior Technician,6028,Central Valley,436.45,20.03,1064,19.32,,7/28/2023,6028,1.036749482
7/28/2023,Behavior Technician,6063,Central Valley,337.26,16.06,1002.624,17,,7/28/2023,6063,0.944705882
7/28/2023,Behavior Technician,6082,Central Valley,168,8,462,7.66,,7/28/2023,6082,1.044386423
7/28/2023,Behavior Technician,6115,Southern California,1002.34,54.18,2612.232,49.3,,7/28/2023,6115,1.098985801
7/28/2023,Behavior Technician,6117,Pacific Northwest,1329.4,57.8,2843.184,54.25,,7/28/2023,6117,1.065437788
7/28/2023,Behavior Technician,6123,Bay Area,271.25,10.85,440,10,,7/28/2023,6123,1.085
7/28/2023,Behavior Technician,6126,Southern California,311.54,14.49,599.808,13.32,,7/28/2023,6126,1.087837838
7/28/2023,Behavior Technician,6132,Central Valley,825.88,37.54,1803.6,34.66,,7/28/2023,6132,1.083092902
7/28/2023,Behavior Technician,6133,Sacramento,772.01,34.48,1581.6,33.48,,7/28/2023,6133,1.029868578
7/28/2023,Behavior Technician,6143,Ohio,84,4,185.6,4,,7/28/2023,6143,1
7/28/2023,Behavior Technician,6149,Central Valley,712.63,32.84,1422.952,24.17,,7/28/2023,6149,1.358709144
7/28/2023,Behavior Technician,6154,Bay Area,474.5,18.98,1927.8,38.43,,7/28/2023,6154,0.493884986
7/28/2023,Behavior Technician,6188,Bay Area,1550.9,59.65,3281.16,64.83,,7/28/2023,6188,0.92009872
7/28/2023,Behavior Technician,6200,Southern California,951.81,44.27,1214.592,27,,7/28/2023,6200,1.63962963
7/28/2023,Behavior Technician,6217,Georgia,1014.93,48.33,2567.096,46.72,,7/28/2023,6217,1.034460616
7/28/2023,Behavior Technician,6222,Ohio,99.75,4.75,205.44,4,,7/28/2023,6222,1.1875
7/28/2023,Associate Behavior Technician,6255,Bay Area,1128.4,45.5,2091.4,42.47,,7/28/2023,6255,1.071344478
7/28/2023,Behavior Technician,6258,Central Valley,577.5,26.25,1632.4,26.98,,7/28/2023,6258,0.972942921
7/28/2023,Behavior Technician,6280,Central Valley,368.67,16.51,950.8,17.5,,7/28/2023,6280,0.943428571
7/28/2023,Behavior Technician,6282,Georgia,1259.5,57.25,3048.176,57.25,,7/28/2023,6282,1
7/28/2023,Behavior Technician,6290,Sacramento,262.96,13.84,1092.152,20.65,,7/28/2023,6290,0.670217918
7/28/2023,Behavior Technician,6295,Central Valley,351.21,15.25,644,11.5,,7/28/2023,6295,1.326086957
7/28/2023,Associate Behavior Technician,6297,Sacramento,669.75,35.25,1247.4,25.23,,7/28/2023,6297,1.397146254
7/28/2023,Behavior Technician,6309,Bay Area,144,6,302.4,6,,7/28/2023,6309,1
7/28/2023,Behavior Technician,6337,Pacific Northwest,934.83,39,2048.304,39,,7/28/2023,6337,1
7/28/2023,Behavior Technician,6338,Southern California,472.5,17.5,749.736,16.65,,7/28/2023,6338,1.051051051
7/28/2023,Behavior Technician,6346,Central Valley,921.28,42.85,2343.816,43.23,,7/28/2023,6346,0.991209808
7/28/2023,Behavior Technician,6348,Bay Area,96,4,403.2,8,,7/28/2023,6348,0.5
7/28/2023,Behavior Technician,6365,Pacific Northwest,207.27,9,401.952,9,,7/28/2023,6365,1
7/28/2023,Behavior Technician,6390,Central Valley,775.13,34.45,2218.544,36.74,,7/28/2023,6390,0.937670114
7/28/2023,Behavior Technician,6391,Central Valley,1210.28,53.79,2508,53.14,,7/28/2023,6391,1.01223184
7/28/2023,Behavior Technician,6395,Georgia,463.98,21.09,1089.616,22.42,,7/28/2023,6395,0.940677966
7/28/2023,Behavior Technician,6402,Central Valley,641.75,25.67,957.6,19,,7/28/2023,6402,1.351052632
7/28/2023,Behavior Technician,6408,Georgia,1207.5,57.5,2799.6,57.5,,7/28/2023,6408,1
7/28/2023,Behavior Technician,6416,Central Valley,620.55,27.58,1593.2,30.58,,7/28/2023,6416,0.901896664
7/28/2023,Behavior Technician,6421,Pacific Northwest,1432.52,59,2918.544,57.3,,7/28/2023,6421,1.029668412
7/28/2023,Behavior Technician,6431,Central Valley,620.62,28.21,1470,26.73,,7/28/2023,6431,1.0553685
7/28/2023,Associate Behavior Technician,6436,Georgia,570,28.5,1655.28,28.5,,7/28/2023,6436,1
7/28/2023,Behavior Technician,6452,Pacific Northwest,672.98,30.59,1551.048,32.49,,7/28/2023,6452,0.941520468
7/28/2023,Associate Behavior Technician,6453,Bay Area,457.2,19.05,907.2,18,,7/28/2023,6453,1.058333333
7/28/2023,Behavior Technician,6482,Pacific Northwest,855.5,34.22,1789.896,34.7,,7/28/2023,6482,0.986167147
7/28/2023,Behavior Technician,6486,Central Valley,112.5,5,252,5,,7/28/2023,6486,1
7/28/2023,Behavior Technician,6506,Georgia,687.75,32.75,1452.672,30,,7/28/2023,6506,1.091666667
7/28/2023,Associate Behavior Technician,6512,Sacramento,297,13.5,576,16,,7/28/2023,6512,0.84375
7/28/2023,Behavior Technician,6527,Bay Area,1141.75,45.67,2152.6,45.25,,7/28/2023,6527,1.009281768
7/28/2023,Behavior Technician,6530,Pacific Northwest,345,15,840,15,,7/28/2023,6530,1
7/28/2023,Associate Behavior Technician,6554,Sacramento,289.75,15.25,487.8,12.25,,7/28/2023,6554,1.244897959
7/28/2023,Behavior Technician,6565,Sacramento,1292.03,54.98,2223,46.82,,7/28/2023,6565,1.174284494
7/28/2023,Associate Behavior Technician,6572,Central Valley,188.16,8.96,350,6.5,,7/28/2023,6572,1.378461538
7/28/2023,Behavior Technician,6580,Georgia,745.29,35.49,1277.76,22,,7/28/2023,6580,1.613181818
7/28/2023,Behavior Technician,6584,Georgia,526.68,25.08,1041.824,21,,7/28/2023,6584,1.194285714
7/28/2023,Behavior Technician,6591,Southern California,484,22,968,22,,7/28/2023,6591,1
7/28/2023,Behavior Technician,6595,Bay Area,372,15.5,1716,27,,7/28/2023,6595,0.574074074
7/28/2023,Behavior Technician,6602,Ohio,565.75,22.63,273.216,5,,7/28/2023,6602,4.526
7/28/2023,Behavior Technician,6629,Ohio,588,28,1750.016,32,,7/28/2023,6629,0.875
7/28/2023,Behavior Technician,6631,Ohio,882,42,2083.2,42,,7/28/2023,6631,1
7/28/2023,Associate Behavior Technician,6636,Sacramento,104.5,5.5,1726.2,34.33,,7/28/2023,6636,0.160209729
7/28/2023,Behavior Technician,6639,Sacramento,1116.5,50.75,2461.704,53.35,,7/28/2023,6639,0.95126523
7/28/2023,Behavior Technician,6643,Central Valley,1054.32,45.84,2443.672,43.67,,7/28/2023,6643,1.049690863
7/28/2023,Associate Behavior Technician,6645,Pacific Northwest,572,26,1188.496,24.47,,7/28/2023,6645,1.062525541
7/28/2023,Behavior Technician,6655,Ohio,330.54,15.74,861.336,15.75,,7/28/2023,6655,0.999365079
7/28/2023,Behavior Technician,6663,Central Valley,862.5,34.5,1600.2,32.31,,7/28/2023,6663,1.067780873
7/28/2023,Behavior Technician,6667,Pacific Northwest,547.82,22.36,1011.328,20,,7/28/2023,6667,1.118
7/28/2023,Associate Behavior Technician,6671,Southern California,49.98,2.38,99,2.22,,7/28/2023,6671,1.072072072
7/28/2023,Behavior Technician,6698,Georgia,570,30,1453.44,30,,7/28/2023,6698,1
7/28/2023,Behavior Technician,6703,Sacramento,1011.6,50.58,2720.2,49.63,,7/28/2023,6703,1.019141648
7/28/2023,Behavior Technician,6708,Georgia,1481.92,67.36,3359.096,66.99,,7/28/2023,6708,1.005523212
7/28/2023,Behavior Technician,6716,Pacific Northwest,1232,44,2234.272,44,,7/28/2023,6716,1
7/28/2023,Behavior Technician,6762,Central Valley,731.5,33.25,1855.6,35.82,,7/28/2023,6762,0.928252373
7/28/2023,Associate Behavior Technician,6764,Sacramento,64.22,3.38,176.4,3.5,,7/28/2023,6764,0.965714286
7/28/2023,Associate Behavior Technician,6767,Sacramento,238.07,12.53,844.2,17.15,,7/28/2023,6767,0.730612245
7/28/2023,Behavior Technician,6771,Sacramento,373.54,19.66,1145.2,22.66,,7/28/2023,6771,0.86760812
7/28/2023,Behavior Technician,6779,Bay Area,48,2,88,2,,7/28/2023,6779,1
7/28/2023,Behavior Technician,6787,Georgia,715.5,39.75,1924.536,39.75,,7/28/2023,6787,1
7/28/2023,Behavior Technician,6792,Southern California,320.4,16.02,1320,16.02,,7/28/2023,6792,1
7/28/2023,Behavior Technician,6796,Ohio,311.74,11.99,656.024,14.07,,7/28/2023,6796,0.852167733
7/28/2023,Behavior Technician,6804,Georgia,974.61,46.41,2288.096,47,,7/28/2023,6804,0.987446809
7/28/2023,Behavior Technician,6809,Sacramento,739,29.56,1331.8,29.85,,7/28/2023,6809,0.990284757
7/28/2023,Behavior Technician,6833,Southern California,897,39,1914.72,39,,7/28/2023,6833,1
7/28/2023,Behavior Technician,6838,Georgia,366,15.25,865.04,15.25,,7/28/2023,6838,1
7/28/2023,Behavior Technician,6841,Georgia,1066.77,39.51,2388.488,47.17,,7/28/2023,6841,0.83760865
7/28/2023,Behavior Technician,6849,Southern California,1090.1,49.55,1578.4,36.05,,7/28/2023,6849,1.374479889
7/28/2023,Behavior Technician,6894,Central Valley,1218.48,50.77,2940,52.91,,7/28/2023,6894,0.95955396
7/28/2023,Behavior Technician,6907,Georgia,605.43,28.83,1540.8,30,,7/28/2023,6907,0.961
7/28/2023,Behavior Technician,6910,Bay Area,70.95,2.58,750,6.33,,7/28/2023,6910,0.407582938
7/28/2023,Associate Behavior Technician,6922,Sacramento,237.93,11.33,581.4,10.83,,7/28/2023,6922,1.046168052
7/28/2023,Behavior Technician,6931,Pacific Northwest,517,22,1102.496,22,,7/28/2023,6931,1
7/28/2023,Behavior Technician,6941,Bay Area,397.5,15,756,15,,7/28/2023,6941,1
7/28/2023,Behavior Technician,6942,Georgia,1400,70,4110.56,67,,7/28/2023,6942,1.044776119
7/28/2023,Behavior Technician,6949,Bay Area,497.25,19.5,1560,19.5,,7/28/2023,6949,1
7/28/2023,Behavior Technician,6951,Ohio,1081.71,51.51,2923.096,51.58,,7/28/2023,6951,0.998642885
7/28/2023,Behavior Technician,6959,Ohio,840,40,2273.28,40,,7/28/2023,6959,1
7/28/2023,Behavior Technician,6962,Bay Area,404.34,17.58,882,17.58,,7/28/2023,6962,1
7/28/2023,Behavior Technician,6993,Pacific Northwest,368,16,775.016,16,,7/28/2023,6993,1
7/28/2023,Behavior Technician,6997,Central Valley,1055.86,44.93,2481.352,44.93,,7/28/2023,6997,1
7/28/2023,Behavior Technician,6998,Georgia,250.23,13.17,750.944,15.5,,7/28/2023,6998,0.849677419
7/28/2023,Behavior Technician,7006,Sacramento,524.26,23.83,1222.576,24.6,,7/28/2023,7006,0.968699187
7/28/2023,Behavior Technician,7009,Georgia,836,44,2584.608,45,,7/28/2023,7009,0.977777778
7/28/2023,Associate Behavior Technician,7021,Central Valley,710.22,33.82,1688.4,33.82,,7/28/2023,7021,1
7/28/2023,Behavior Technician,7022,Central Valley,1322.5,57.5,4228,57.5,,7/28/2023,7022,1
7/28/2023,Behavior Technician,7023,Central Valley,308,14,612,14,,7/28/2023,7023,1
7/28/2023,Behavior Technician,7036,Bay Area,1154.4,48.1,2280.6,45.81,,7/28/2023,7036,1.049989085
7/28/2023,Behavior Technician,7043,Georgia,750,37.5,1767.184,36.5,,7/28/2023,7043,1.02739726
7/28/2023,Behavior Technician,7049,Pacific Northwest,547.43,24.33,1532.232,34.47,,7/28/2023,7049,0.705831158
7/28/2023,Behavior Technician,7052,Pacific Northwest,1471.95,65.42,3431.104,65.32,,7/28/2023,7052,1.001530925
7/28/2023,Behavior Technician,7054,Ohio,241.5,11.5,653.568,11.5,,7/28/2023,7054,1
7/28/2023,Behavior Technician,7069,Central Valley,504.48,21.02,982.8,20.17,,7/28/2023,7069,1.042141795
7/28/2023,Behavior Technician,7072,Sacramento,462,21,1215.8,23.81,,7/28/2023,7072,0.88198236
7/28/2023,Behavior Technician,7075,Ohio,1052.1,50.1,2819.88,50.17,,7/28/2023,7075,0.998604744
7/28/2023,Associate Behavior Technician,7093,Sacramento,1164.68,52.94,2285,45.47,,7/28/2023,7093,1.164284143
7/28/2023,Associate Behavior Technician,7103,Southern California,962.78,41.86,2057.4,41,,7/28/2023,7103,1.02097561
7/28/2023,Behavior Technician,7104,Southern California,1041.18,49.58,2230.456,49.58,,7/28/2023,7104,1
7/28/2023,Behavior Technician,7124,Bay Area,93.84,4.08,201.6,4.08,,7/28/2023,7124,1
7/28/2023,Behavior Technician,7132,Pacific Northwest,173.75,6.95,903.464,19,,7/28/2023,7132,0.365789474
7/28/2023,Behavior Technician,7135,Sacramento,569.43,29.97,1474.2,29.97,,7/28/2023,7135,1
7/28/2023,Behavior Technician,7142,Sacramento,976.29,46.49,2089,48.24,,7/28/2023,7142,0.963723051
7/28/2023,Behavior Technician,7144,Georgia,661.2,33.06,1283.024,26.5,,7/28/2023,7144,1.24754717
7/28/2023,Associate Behavior Technician,7150,Sacramento,773.87,40.73,2301.6,41,,7/28/2023,7150,0.993414634
7/28/2023,Behavior Technician,7153,Georgia,293.91,13.67,1120,14,,7/28/2023,7153,0.976428571
7/28/2023,Behavior Technician,7158,Sacramento,576.4,26.2,1193,22.5,,7/28/2023,7158,1.164444444
7/28/2023,Behavior Technician,7159,Sacramento,674.55,29.98,1307.6,30.35,,7/28/2023,7159,0.987808896
7/28/2023,Behavior Technician,7160,Southern California,240,12,517.336,11.49,,7/28/2023,7160,1.044386423
7/28/2023,Behavior Technician,7163,Georgia,80,4,193.792,4,,7/28/2023,7163,1
7/28/2023,Behavior Technician,7165,Georgia,796.8,39.84,2764.8,36,,7/28/2023,7165,1.106666667
7/28/2023,Associate Behavior Technician,7166,Sacramento,308.18,16.22,907.2,18,,7/28/2023,7166,0.901111111
7/28/2023,Behavior Technician,7169,Southern California,427.24,19.42,813.488,18.07,,7/28/2023,7169,1.074709463
7/28/2023,Behavior Technician,7179,Southern California,279.72,13.32,599.776,13.32,,7/28/2023,7179,1
7/28/2023,Associate Behavior Technician,7180,Bay Area,1163.82,55.42,3389.4,68.45,,7/28/2023,7180,0.809642075
7/28/2023,Behavior Technician,7209,Southern California,1243.15,54.05,2537.56,52.12,,7/28/2023,7209,1.037029931
7/28/2023,Associate Behavior Technician,7211,Central Valley,240,12,672,12,,7/28/2023,7211,1
7/28/2023,Associate Behavior Technician,7215,Sacramento,444.6,23.4,1920,24,,7/28/2023,7215,0.975
7/28/2023,Behavior Technician,7220,Sacramento,929.88,44.28,2279.296,37.56,,7/28/2023,7220,1.178913738
7/28/2023,Behavior Technician,7224,Sacramento,847.35,37.66,1646.8,37.82,,7/28/2023,7224,0.995769434
7/28/2023,Associate Behavior Technician,7226,Sacramento,692.34,31.47,2000.8,32,,7/28/2023,7226,0.9834375
7/28/2023,Associate Behavior Technician,7245,Sacramento,995.67,43.29,2211.496,42.57,,7/28/2023,7245,1.016913319
7/28/2023,Behavior Technician,7254,Pacific Northwest,552,24,1215.624,24,,7/28/2023,7254,1
7/28/2023,Associate Behavior Technician,7263,Sacramento,563.75,27.5,1398.6,27.75,,7/28/2023,7263,0.990990991
7/28/2023,Behavior Technician,7279,Bay Area,1041.12,43.38,2142,42.68,,7/28/2023,7279,1.016401125
7/28/2023,Behavior Technician,7281,Ohio,1009.47,48.07,2339.344,48.34,,7/28/2023,7281,0.994414564
7/28/2023,Associate Behavior Technician,7286,Ohio,239.8,11.99,596.736,10.5,,7/28/2023,7286,1.141904762
7/28/2023,Behavior Technician,7288,Sacramento,992.88,42.25,2245.2,41.82,,7/28/2023,7288,1.010282162
7/28/2023,Associate Behavior Technician,7293,Bay Area,1059.24,50.44,2739.744,50.33,,7/28/2023,7293,1.002185575
7/28/2023,Associate Behavior Technician,7295,Central Valley,532,28,1507.8,26.99,,7/28/2023,7295,1.037421267
7/28/2023,Associate Behavior Technician,7299,Sacramento,773.67,37.74,2479.2,37,,7/28/2023,7299,1.02
7/28/2023,Behavior Technician,7304,Southern California,359.04,16.32,749.752,16.65,,7/28/2023,7304,0.98018018
7/28/2023,Behavior Technician,7307,Pacific Northwest,606.77,25.82,1250.52,24.75,,7/28/2023,7307,1.043232323
7/28/2023,Behavior Technician,7309,Central Valley,748.01,31.83,1532,31.83,,7/28/2023,7309,1
7/28/2023,Associate Behavior Technician,7320,Central Valley,798.75,35.5,1933.4,34.07,,7/28/2023,7320,1.04197241
7/28/2023,Behavior Technician,7344,Southern California,1010.93,47.02,2406.272,44,,7/28/2023,7344,1.068636364
7/28/2023,Behavior Technician,7345,Southern California,380,19,1033.6,19,,7/28/2023,7345,1
7/28/2023,Behavior Technician,7348,Ohio,338.52,16.12,875.008,16,,7/28/2023,7348,1.0075
7/28/2023,Associate Behavior Technician,7356,Sacramento,669.75,35.25,1675.8,33.81,,7/28/2023,7356,1.042590949
7/28/2023,Behavior Technician,7357,Southern California,441,21,899.664,19.98,,7/28/2023,7357,1.051051051
7/28/2023,Behavior Technician,7371,Southern California,341.2,17.06,739.2,12,,7/28/2023,7371,1.421666667
7/28/2023,Behavior Technician,7373,Sacramento,1211.54,55.07,2804.944,56.26,,7/28/2023,7373,0.978848205
7/28/2023,Associate Behavior Technician,7376,Central Valley,4.5,0.25,882,15.75,,7/28/2023,7376,0.015873016
7/28/2023,Associate Behavior Technician,7417,Sacramento,276.64,14.56,446.208,14,,7/28/2023,7417,1.04
7/28/2023,Behavior Technician,7418,Southern California,614.04,28.56,1644,27.32,,7/28/2023,7418,1.045387994
7/28/2023,Behavior Technician,7425,Pacific Northwest,407,18.5,699.904,18.5,,7/28/2023,7425,1
7/28/2023,Behavior Technician,7427,Georgia,290,14.5,557.152,11.5,,7/28/2023,7427,1.260869565
7/28/2023,Behavior Technician,7429,Pacific Northwest,1134.82,48.29,2751.336,52.47,,7/28/2023,7429,0.92033543
7/28/2023,Associate Behavior Technician,7442,Bay Area,783,29,1461.6,29,,7/28/2023,7442,1
7/28/2023,Behavior Technician,7445,Central Valley,1345.08,61.14,2837.6,61.8,,7/28/2023,7445,0.989320388
7/28/2023,Behavior Technician,7452,Southern California,378,18,764.736,17.04,,7/28/2023,7452,1.056338028
7/28/2023,Behavior Technician,7453,Georgia,504.6,25.23,1416.192,26,,7/28/2023,7453,0.970384615
7/28/2023,Behavior Technician,7476,Pacific Northwest,1315.6,57.2,2779.032,55.86,,7/28/2023,7476,1.023988543
7/28/2023,Associate Behavior Technician,7485,Pacific Northwest,82,4,233.6,4,,7/28/2023,7485,1
7/28/2023,Behavior Technician,7490,Bay Area,623.48,23.98,1209.6,24,,7/28/2023,7490,0.999166667
7/28/2023,Behavior Technician,7492,Pacific Northwest,534.75,23.25,1116.896,23.5,,7/28/2023,7492,0.989361702
7/28/2023,Behavior Technician,7493,Pacific Northwest,743.75,29.75,1532.584,29.75,,7/28/2023,7493,1
7/28/2023,Behavior Technician,7499,Bay Area,729,27,1360.8,27,,7/28/2023,7499,1
7/28/2023,Behavior Technician,7500,Ohio,601.88,26.75,1476.576,27,,7/28/2023,7500,0.990740741
7/28/2023,Behavior Technician,7506,Southern California,562.5,25,1478.4,24,,7/28/2023,7506,1.041666667
7/28/2023,Behavior Technician,7515,Southern California,557.75,24.25,1164.8,23.23,,7/28/2023,7515,1.043908739
7/28/2023,Associate Behavior Technician,7522,Sacramento,380,20,1155,19.15,,7/28/2023,7522,1.044386423
7/28/2023,Associate Behavior Technician,7524,Sacramento,469.17,24.06,1256.2,23.91,,7/28/2023,7524,1.006273526
7/28/2023,Behavior Technician,7529,Southern California,956.25,42.5,2075.2,43.06,,7/28/2023,7529,0.986994891
7/28/2023,Behavior Technician,7530,Sacramento,929.9,39.57,1978.2,39.73,,7/28/2023,7530,0.995972817
7/28/2023,Behavior Technician,7540,Georgia,1197.68,53.23,2712.856,55.87,,7/28/2023,7540,0.952747449
7/28/2023,Behavior Technician,7547,Ohio,491.52,20.48,924.48,18,,7/28/2023,7547,1.137777778
7/28/2023,Associate Behavior Technician,7550,Sacramento,987,42,1857.6,42,,7/28/2023,7550,1
7/28/2023,Associate Behavior Technician,7551,Pacific Northwest,63,3,203.008,5,,7/28/2023,7551,0.6
7/28/2023,Behavior Technician,7555,Ohio,1080,45,2449.344,44.83,,7/28/2023,7555,1.003792104
7/28/2023,Behavior Technician,7556,Georgia,1527.75,72.75,4271.168,82,,7/28/2023,7556,0.887195122
7/28/2023,Associate Behavior Technician,7557,Pacific Northwest,461.79,22.42,1114.832,21.49,,7/28/2023,7557,1.043275942
7/28/2023,Behavior Technician,7561,Bay Area,283.5,10.5,529.2,10.5,,7/28/2023,7561,1
7/28/2023,Associate Behavior Technician,7568,Ohio,312,16,795.648,14,,7/28/2023,7568,1.142857143
7/28/2023,Behavior Technician,7569,Sacramento,1076.18,47.83,2022,48.42,,7/28/2023,7569,0.987814952
7/28/2023,Associate Behavior Technician,7577,Central Valley,127.6,6.38,364,6.5,,7/28/2023,7577,0.981538462
7/28/2023,Associate Behavior Technician,7581,Bay Area,180,9,453.6,9,,7/28/2023,7581,1
7/28/2023,Associate Behavior Technician,7592,Central Valley,199.1,10.21,560,9.97,,7/28/2023,7592,1.024072217
7/28/2023,Behavior Technician,7594,Georgia,967.67,50.93,2441.728,48,,7/28/2023,7594,1.061041667
7/28/2023,Behavior Technician,7602,Bay Area,925.97,31.93,1312.6,25.92,,7/28/2023,7602,1.231867284
7/28/2023,Associate Behavior Technician,7603,Sacramento,456,22.8,1404.8,22,,7/28/2023,7603,1.036363636
7/28/2023,Behavior Technician,7604,Bay Area,270,10,418,9.5,,7/28/2023,7604,1.052631579
7/28/2023,Behavior Technician,7611,Bay Area,974.43,36.09,1587.6,31.94,,7/28/2023,7611,1.129931121
7/28/2023,Associate Behavior Technician,7622,Sacramento,1020.2,51.01,2934.4,52.76,,7/28/2023,7622,0.966830933
7/28/2023,Behavior Technician,7630,Pacific Northwest,525,21,907.616,19.32,,7/28/2023,7630,1.086956522
7/28/2023,Associate Behavior Technician,7631,Sacramento,146.52,6.66,163.8,3.33,,7/28/2023,7631,2
7/28/2023,Associate Behavior Technician,7635,Sacramento,655.75,30.5,1106.2,29.31,,7/28/2023,7635,1.040600478
7/28/2023,Associate Behavior Technician,7638,Central Valley,972.8,51.2,2688,51.64,,7/28/2023,7638,0.991479473
7/28/2023,Behavior Technician,7694,Southern California,418.46,17.08,776.8,17,,7/28/2023,7694,1.004705882
7/28/2023,Associate Behavior Technician,7712,Sacramento,1120.12,54.64,3072.2,58.89,,7/28/2023,7712,0.92783155
7/28/2023,Associate Behavior Technician,7716,Southern California,259,14,893.2,14.82,,7/28/2023,7716,0.944669366
7/28/2023,Associate Behavior Technician,7727,Sacramento,60,3,151.2,3,,7/28/2023,7727,1
7/28/2023,Associate Behavior Technician,7732,Central Valley,160,8,492.8,8,,7/28/2023,7732,1
7/28/2023,Associate Behavior Technician,7734,Central Valley,409.5,21,1008,18,,7/28/2023,7734,1.166666667
7/28/2023,Behavior Technician,7761,Central Valley,348,14.5,617,13.99,,7/28/2023,7761,1.03645461
7/28/2023,Associate Behavior Technician,7774,Ohio,180,10,511.36,10,,7/28/2023,7774,1
7/28/2023,Associate Behavior Technician,7812,Pacific Northwest,194.75,9.5,188.608,3.5,,7/28/2023,7812,2.714285714
7/28/2023,Associate Behavior Technician,7856,Sacramento,73.26,3.33,135,3.17,,7/28/2023,7856,1.050473186
8/11/2023,Behavior Technician,3,Bay Area,50.4,2,852.2,14.75,,8/11/2023,3,0.13559322
8/11/2023,Behavior Technician,51,Bay Area,672.96,24,1209.6,24,,8/11/2023,51,1
8/11/2023,Behavior Technician,250,Central Valley,1176.4,55.36,3014.544,53.64,,8/11/2023,250,1.032065623
8/11/2023,Behavior Technician,308,Central Valley,418.78,19.14,819,16.65,,8/11/2023,308,1.14954955
8/11/2023,Behavior Technician,321,Central Valley,635.14,29.5,1801.8,29.33,,8/11/2023,321,1.005796113
8/11/2023,Behavior Technician,375,Georgia,1037.5,41.5,2489.024,41,,8/11/2023,375,1.012195122
8/11/2023,Behavior Technician,498,Ohio,449.98,20.9,1659.256,34.36,,8/11/2023,498,0.608265425
8/11/2023,Behavior Technician,512,Ohio,338.25,15,837.728,15,,8/11/2023,512,1
8/11/2023,Behavior Technician,542,Central Valley,1090.54,49.57,2288,43.63,,8/11/2023,542,1.136144854
8/11/2023,Behavior Technician,571,Georgia,1710.16,72.68,2888.928,49,,8/11/2023,571,1.483265306
8/11/2023,Behavior Technician,613,Georgia,292.9,14.5,702.496,14.5,,8/11/2023,613,1
8/11/2023,Behavior Technician,661,Central Valley,602.4,26.18,1400,25.16,,8/11/2023,661,1.040540541
8/11/2023,Behavior Technician,685,Bay Area,1396.44,51.72,3226,51.88,,8/11/2023,685,0.99691596
8/11/2023,Behavior Technician,721,Pacific Northwest,730.38,31.08,1463.016,29.98,,8/11/2023,721,1.036691127
8/11/2023,Behavior Technician,763,Southern California,387,18,982.656,18,,8/11/2023,763,1
8/11/2023,Behavior Technician,797,Central Valley,783.09,35.79,2031.4,35.45,,8/11/2023,797,1.009590973
8/11/2023,Behavior Technician,815,Central Valley,262.56,12,548.8,10,,8/11/2023,815,1.2
8/11/2023,Behavior Technician,818,Sacramento,197.31,8.75,561.816,10.78,,8/11/2023,818,0.811688312
8/11/2023,Behavior Technician,843,Central Valley,1041.6,48,2280.6,46.13,,8/11/2023,843,1.040537611
8/11/2023,Behavior Technician,864,Georgia,1010.5,43,2228.608,46,,8/11/2023,864,0.934782609
8/11/2023,Behavior Technician,873,Central Valley,826.76,37.58,1965.2,36.65,,8/11/2023,873,1.025375171
8/11/2023,Behavior Technician,879,Southern California,715.95,33.3,1658.656,32.8,,8/11/2023,879,1.015243902
